Lower layer Super Output Areas Code,Lower layer Super Output Areas,Ethnic group (20 categories) Code,Ethnic group (20 categories),Observation
E01000322,Barnet 011E,15,White: Gypsy or Irish Traveller,1
E01000322,Barnet 011E,16,White: Roma,1
E01000322,Barnet 011E,17,White: Other White,458
E01000322,Barnet 011E,18,Other ethnic group: Arab,43
E01000322,Barnet 011E,19,Other ethnic group: Any other ethnic group,104
E01000323,Barnet 019F,-8,Does not apply,0
E01000323,Barnet 019F,1,"Asian, Asian British or Asian Welsh: Bangladeshi",24
E01000323,Barnet 019F,2,"Asian, Asian British or Asian Welsh: Chinese",41
E01000323,Barnet 019F,3,"Asian, Asian British or Asian Welsh: Indian",188
E01000323,Barnet 019F,4,"Asian, Asian British or Asian Welsh: Pakistani",42
E01000323,Barnet 019F,5,"Asian, Asian British or Asian Welsh: Other Asian",315
E01000323,Barnet 019F,6,"Black, Black British, Black Welsh, Caribbean or African: African",90
E01000323,Barnet 019F,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",28
E01000323,Barnet 019F,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",19
E01000323,Barnet 019F,9,Mixed or Multiple ethnic groups: White and Asian,69
E01000323,Barnet 019F,10,Mixed or Multiple ethnic groups: White and Black African,24
E01000323,Barnet 019F,11,Mixed or Multiple ethnic groups: White and Black Caribbean,27
E01000323,Barnet 019F,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,51
E01000323,Barnet 019F,13,"White: English, Welsh, Scottish, Northern Irish or British",641
E01000323,Barnet 019F,14,White: Irish,55
E01000323,Barnet 019F,15,White: Gypsy or Irish Traveller,0
E01000323,Barnet 019F,16,White: Roma,6
E01000323,Barnet 019F,17,White: Other White,556
E01000323,Barnet 019F,18,Other ethnic group: Arab,24
E01000323,Barnet 019F,19,Other ethnic group: Any other ethnic group,166
E01000324,Barnet 015F,-8,Does not apply,0
E01000324,Barnet 015F,1,"Asian, Asian British or Asian Welsh: Bangladeshi",16
E01000324,Barnet 015F,2,"Asian, Asian British or Asian Welsh: Chinese",29
E01000324,Barnet 015F,3,"Asian, Asian British or Asian Welsh: Indian",175
E01000324,Barnet 015F,4,"Asian, Asian British or Asian Welsh: Pakistani",25
E01000324,Barnet 015F,5,"Asian, Asian British or Asian Welsh: Other Asian",130
E01000324,Barnet 015F,6,"Black, Black British, Black Welsh, Caribbean or African: African",59
E01000324,Barnet 015F,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",32
E01000324,Barnet 015F,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",3
E01000324,Barnet 015F,9,Mixed or Multiple ethnic groups: White and Asian,43
E01000324,Barnet 015F,10,Mixed or Multiple ethnic groups: White and Black African,10
E01000324,Barnet 015F,11,Mixed or Multiple ethnic groups: White and Black Caribbean,14
E01000324,Barnet 015F,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,29
E01000324,Barnet 015F,13,"White: English, Welsh, Scottish, Northern Irish or British",703
E01000324,Barnet 015F,14,White: Irish,57
E01000324,Barnet 015F,15,White: Gypsy or Irish Traveller,6
E01000324,Barnet 015F,16,White: Roma,1
E01000324,Barnet 015F,17,White: Other White,361
E01000324,Barnet 015F,18,Other ethnic group: Arab,10
E01000324,Barnet 015F,19,Other ethnic group: Any other ethnic group,128
E01033911,Barnet 017E,-8,Does not apply,0
E01033911,Barnet 017E,1,"Asian, Asian British or Asian Welsh: Bangladeshi",18
E01033911,Barnet 017E,2,"Asian, Asian British or Asian Welsh: Chinese",87
E01033911,Barnet 017E,3,"Asian, Asian British or Asian Welsh: Indian",192
E01033911,Barnet 017E,4,"Asian, Asian British or Asian Welsh: Pakistani",48
E01033911,Barnet 017E,5,"Asian, Asian British or Asian Welsh: Other Asian",74
E01033911,Barnet 017E,6,"Black, Black British, Black Welsh, Caribbean or African: African",88
E01033911,Barnet 017E,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",29
E01033911,Barnet 017E,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",12
E01033911,Barnet 017E,9,Mixed or Multiple ethnic groups: White and Asian,32
E01033911,Barnet 017E,10,Mixed or Multiple ethnic groups: White and Black African,23
E01033911,Barnet 017E,11,Mixed or Multiple ethnic groups: White and Black Caribbean,16
E01033911,Barnet 017E,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,39
E01033911,Barnet 017E,13,"White: English, Welsh, Scottish, Northern Irish or British",736
E01033911,Barnet 017E,14,White: Irish,38
E01033911,Barnet 017E,15,White: Gypsy or Irish Traveller,0
E01033911,Barnet 017E,16,White: Roma,2
E01033911,Barnet 017E,17,White: Other White,277
E01033911,Barnet 017E,18,Other ethnic group: Arab,30
E01033911,Barnet 017E,19,Other ethnic group: Any other ethnic group,135
E01033912,Barnet 017F,-8,Does not apply,0
E01033912,Barnet 017F,1,"Asian, Asian British or Asian Welsh: Bangladeshi",14
E01033912,Barnet 017F,2,"Asian, Asian British or Asian Welsh: Chinese",126
E01033912,Barnet 017F,3,"Asian, Asian British or Asian Welsh: Indian",132
E01033912,Barnet 017F,4,"Asian, Asian British or Asian Welsh: Pakistani",34
E01033912,Barnet 017F,5,"Asian, Asian British or Asian Welsh: Other Asian",142
E01033912,Barnet 017F,6,"Black, Black British, Black Welsh, Caribbean or African: African",152
E01033912,Barnet 017F,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",13
E01033912,Barnet 017F,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",11
E01033912,Barnet 017F,9,Mixed or Multiple ethnic groups: White and Asian,46
E01033912,Barnet 017F,10,Mixed or Multiple ethnic groups: White and Black African,27
E01033912,Barnet 017F,11,Mixed or Multiple ethnic groups: White and Black Caribbean,16
E01033912,Barnet 017F,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,33
E01033912,Barnet 017F,13,"White: English, Welsh, Scottish, Northern Irish or British",488
E01033912,Barnet 017F,14,White: Irish,12
E01033912,Barnet 017F,15,White: Gypsy or Irish Traveller,0
E01033912,Barnet 017F,16,White: Roma,1
E01033912,Barnet 017F,17,White: Other White,295
E01033912,Barnet 017F,18,Other ethnic group: Arab,48
E01033912,Barnet 017F,19,Other ethnic group: Any other ethnic group,113
E01033913,Barnet 024G,-8,Does not apply,0
E01033913,Barnet 024G,1,"Asian, Asian British or Asian Welsh: Bangladeshi",12
E01033913,Barnet 024G,2,"Asian, Asian British or Asian Welsh: Chinese",35
E01033913,Barnet 024G,3,"Asian, Asian British or Asian Welsh: Indian",74
E01033913,Barnet 024G,4,"Asian, Asian British or Asian Welsh: Pakistani",34
E01033913,Barnet 024G,5,"Asian, Asian British or Asian Welsh: Other Asian",180
E01033913,Barnet 024G,6,"Black, Black British, Black Welsh, Caribbean or African: African",221
E01033913,Barnet 024G,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",33
E01033913,Barnet 024G,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",26
E01033913,Barnet 024G,9,Mixed or Multiple ethnic groups: White and Asian,15
E01033913,Barnet 024G,10,Mixed or Multiple ethnic groups: White and Black African,64
E01033913,Barnet 024G,11,Mixed or Multiple ethnic groups: White and Black Caribbean,15
E01033913,Barnet 024G,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,23
E01033913,Barnet 024G,13,"White: English, Welsh, Scottish, Northern Irish or British",301
E01033913,Barnet 024G,14,White: Irish,20
E01033913,Barnet 024G,15,White: Gypsy or Irish Traveller,0
E01033913,Barnet 024G,16,White: Roma,10
E01033913,Barnet 024G,17,White: Other White,300
E01033913,Barnet 024G,18,Other ethnic group: Arab,74
E01033913,Barnet 024G,19,Other ethnic group: Any other ethnic group,96
E01033914,Barnet 024H,-8,Does not apply,0
E01033914,Barnet 024H,1,"Asian, Asian British or Asian Welsh: Bangladeshi",22
E01033914,Barnet 024H,2,"Asian, Asian British or Asian Welsh: Chinese",58
E01033914,Barnet 024H,3,"Asian, Asian British or Asian Welsh: Indian",119
E01033914,Barnet 024H,4,"Asian, Asian British or Asian Welsh: Pakistani",25
E01033914,Barnet 024H,5,"Asian, Asian British or Asian Welsh: Other Asian",273
E01033914,Barnet 024H,6,"Black, Black British, Black Welsh, Caribbean or African: African",210
E01033914,Barnet 024H,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",32
E01033914,Barnet 024H,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",40
E01033914,Barnet 024H,9,Mixed or Multiple ethnic groups: White and Asian,16
E01033914,Barnet 024H,10,Mixed or Multiple ethnic groups: White and Black African,54
E01033914,Barnet 024H,11,Mixed or Multiple ethnic groups: White and Black Caribbean,31
E01033914,Barnet 024H,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,28
E01033914,Barnet 024H,13,"White: English, Welsh, Scottish, Northern Irish or British",373
E01033914,Barnet 024H,14,White: Irish,29
E01033914,Barnet 024H,15,White: Gypsy or Irish Traveller,0
E01033914,Barnet 024H,16,White: Roma,15
E01033914,Barnet 024H,17,White: Other White,315
E01033914,Barnet 024H,18,Other ethnic group: Arab,56
E01033914,Barnet 024H,19,Other ethnic group: Any other ethnic group,116
E01033915,Barnet 042A,-8,Does not apply,0
E01033915,Barnet 042A,1,"Asian, Asian British or Asian Welsh: Bangladeshi",18
E01033915,Barnet 042A,2,"Asian, Asian British or Asian Welsh: Chinese",83
E01033915,Barnet 042A,3,"Asian, Asian British or Asian Welsh: Indian",64
E01033915,Barnet 042A,4,"Asian, Asian British or Asian Welsh: Pakistani",27
E01033915,Barnet 042A,5,"Asian, Asian British or Asian Welsh: Other Asian",153
E01033915,Barnet 042A,6,"Black, Black British, Black Welsh, Caribbean or African: African",194
E01033915,Barnet 042A,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",36
E01033915,Barnet 042A,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",32
E01033915,Barnet 042A,9,Mixed or Multiple ethnic groups: White and Asian,12
E01033915,Barnet 042A,10,Mixed or Multiple ethnic groups: White and Black African,23
E01033915,Barnet 042A,11,Mixed or Multiple ethnic groups: White and Black Caribbean,28
E01033915,Barnet 042A,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,59
E01033915,Barnet 042A,13,"White: English, Welsh, Scottish, Northern Irish or British",271
E01033915,Barnet 042A,14,White: Irish,7
E01033915,Barnet 042A,15,White: Gypsy or Irish Traveller,0
E01033915,Barnet 042A,16,White: Roma,3
E01033915,Barnet 042A,17,White: Other White,197
E01033915,Barnet 042A,18,Other ethnic group: Arab,58
E01033915,Barnet 042A,19,Other ethnic group: Any other ethnic group,222
E01033916,Barnet 042B,-8,Does not apply,0
E01033916,Barnet 042B,1,"Asian, Asian British or Asian Welsh: Bangladeshi",10
E01033916,Barnet 042B,2,"Asian, Asian British or Asian Welsh: Chinese",136
E01033916,Barnet 042B,3,"Asian, Asian British or Asian Welsh: Indian",79
E01033916,Barnet 042B,4,"Asian, Asian British or Asian Welsh: Pakistani",39
E01033916,Barnet 042B,5,"Asian, Asian British or Asian Welsh: Other Asian",159
E01033916,Barnet 042B,6,"Black, Black British, Black Welsh, Caribbean or African: African",187
E01033916,Barnet 042B,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",20
E01033916,Barnet 042B,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",16
E01033916,Barnet 042B,9,Mixed or Multiple ethnic groups: White and Asian,15
E01033916,Barnet 042B,10,Mixed or Multiple ethnic groups: White and Black African,26
E01033916,Barnet 042B,11,Mixed or Multiple ethnic groups: White and Black Caribbean,9
E01033916,Barnet 042B,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,37
E01033916,Barnet 042B,13,"White: English, Welsh, Scottish, Northern Irish or British",255
E01033916,Barnet 042B,14,White: Irish,13
E01033916,Barnet 042B,15,White: Gypsy or Irish Traveller,0
E01033916,Barnet 042B,16,White: Roma,14
E01033916,Barnet 042B,17,White: Other White,564
E01033916,Barnet 042B,18,Other ethnic group: Arab,65
E01033916,Barnet 042B,19,Other ethnic group: Any other ethnic group,142
E01033917,Barnet 042C,-8,Does not apply,0
E01033917,Barnet 042C,1,"Asian, Asian British or Asian Welsh: Bangladeshi",13
E01033917,Barnet 042C,2,"Asian, Asian British or Asian Welsh: Chinese",118
E01033917,Barnet 042C,3,"Asian, Asian British or Asian Welsh: Indian",114
E01033917,Barnet 042C,4,"Asian, Asian British or Asian Welsh: Pakistani",22
E01033917,Barnet 042C,5,"Asian, Asian British or Asian Welsh: Other Asian",176
E01033917,Barnet 042C,6,"Black, Black British, Black Welsh, Caribbean or African: African",182
E01033917,Barnet 042C,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",20
E01033917,Barnet 042C,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",14
E01033917,Barnet 042C,9,Mixed or Multiple ethnic groups: White and Asian,19
E01033917,Barnet 042C,10,Mixed or Multiple ethnic groups: White and Black African,35
E01033917,Barnet 042C,11,Mixed or Multiple ethnic groups: White and Black Caribbean,12
E01033917,Barnet 042C,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,30
E01033917,Barnet 042C,13,"White: English, Welsh, Scottish, Northern Irish or British",246
E01033917,Barnet 042C,14,White: Irish,9
E01033917,Barnet 042C,15,White: Gypsy or Irish Traveller,0
E01033917,Barnet 042C,16,White: Roma,9
E01033917,Barnet 042C,17,White: Other White,325
E01033917,Barnet 042C,18,Other ethnic group: Arab,48
E01033917,Barnet 042C,19,Other ethnic group: Any other ethnic group,116
E01033918,Barnet 042D,-8,Does not apply,0
E01033918,Barnet 042D,1,"Asian, Asian British or Asian Welsh: Bangladeshi",5
E01033918,Barnet 042D,2,"Asian, Asian British or Asian Welsh: Chinese",129
E01033918,Barnet 042D,3,"Asian, Asian British or Asian Welsh: Indian",171
E01033918,Barnet 042D,4,"Asian, Asian British or Asian Welsh: Pakistani",57
E01033918,Barnet 042D,5,"Asian, Asian British or Asian Welsh: Other Asian",129
E01033918,Barnet 042D,6,"Black, Black British, Black Welsh, Caribbean or African: African",182
E01033918,Barnet 042D,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",31
E01033918,Barnet 042D,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",11
E01033918,Barnet 042D,9,Mixed or Multiple ethnic groups: White and Asian,28
E01033918,Barnet 042D,10,Mixed or Multiple ethnic groups: White and Black African,27
E01033918,Barnet 042D,11,Mixed or Multiple ethnic groups: White and Black Caribbean,13
E01033918,Barnet 042D,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,27
E01033918,Barnet 042D,13,"White: English, Welsh, Scottish, Northern Irish or British",252
E01033918,Barnet 042D,14,White: Irish,17
E01033918,Barnet 042D,15,White: Gypsy or Irish Traveller,0
E01033918,Barnet 042D,16,White: Roma,9
E01033918,Barnet 042D,17,White: Other White,328
E01033918,Barnet 042D,18,Other ethnic group: Arab,42
E01033918,Barnet 042D,19,Other ethnic group: Any other ethnic group,97
E01033919,Barnet 042E,-8,Does not apply,0
E01033919,Barnet 042E,1,"Asian, Asian British or Asian Welsh: Bangladeshi",9
E01033919,Barnet 042E,2,"Asian, Asian British or Asian Welsh: Chinese",168
E01033919,Barnet 042E,3,"Asian, Asian British or Asian Welsh: Indian",119
E01033919,Barnet 042E,4,"Asian, Asian British or Asian Welsh: Pakistani",31
E01033919,Barnet 042E,5,"Asian, Asian British or Asian Welsh: Other Asian",133
E01033919,Barnet 042E,6,"Black, Black British, Black Welsh, Caribbean or African: African",100
E01033919,Barnet 042E,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",20
E01033919,Barnet 042E,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",3
E01033919,Barnet 042E,9,Mixed or Multiple ethnic groups: White and Asian,20
E01033919,Barnet 042E,10,Mixed or Multiple ethnic groups: White and Black African,23
E01033919,Barnet 042E,11,Mixed or Multiple ethnic groups: White and Black Caribbean,8
E01033919,Barnet 042E,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,43
E01033919,Barnet 042E,13,"White: English, Welsh, Scottish, Northern Irish or British",180
E01033919,Barnet 042E,14,White: Irish,9
E01033919,Barnet 042E,15,White: Gypsy or Irish Traveller,0
E01033919,Barnet 042E,16,White: Roma,9
E01033919,Barnet 042E,17,White: Other White,276
E01033919,Barnet 042E,18,Other ethnic group: Arab,38
E01033919,Barnet 042E,19,Other ethnic group: Any other ethnic group,118
E01033920,Barnet 042F,-8,Does not apply,0
E01033920,Barnet 042F,1,"Asian, Asian British or Asian Welsh: Bangladeshi",8
E01033920,Barnet 042F,2,"Asian, Asian British or Asian Welsh: Chinese",186
E01033920,Barnet 042F,3,"Asian, Asian British or Asian Welsh: Indian",189
E01033920,Barnet 042F,4,"Asian, Asian British or Asian Welsh: Pakistani",43
E01033920,Barnet 042F,5,"Asian, Asian British or Asian Welsh: Other Asian",160
E01033920,Barnet 042F,6,"Black, Black British, Black Welsh, Caribbean or African: African",76
E01033920,Barnet 042F,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",6
E01033920,Barnet 042F,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",5
E01033920,Barnet 042F,9,Mixed or Multiple ethnic groups: White and Asian,14
E01033920,Barnet 042F,10,Mixed or Multiple ethnic groups: White and Black African,12
E01033920,Barnet 042F,11,Mixed or Multiple ethnic groups: White and Black Caribbean,6
E01033920,Barnet 042F,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,28
E01033920,Barnet 042F,13,"White: English, Welsh, Scottish, Northern Irish or British",231
E01033920,Barnet 042F,14,White: Irish,19
